Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence	sample type	source organism
10275	10	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Caliciviridae		Norovirus		Norwalk virus	A	Sapporo-HK299 virus	SaV	GIX/JP/2007	KJ196290	NC_044045	Complete genome	ssRNA(+)	vertebrates	1529918.0	Norovirus GII/Hu/JP/2007/GII.P15_GII.15/Sapporo/HK299	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus; Norovirus GII; Norovirus GII isolates	NC_044045				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
10277	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Caliciviridae		Recovirus		Recovirus A	E	Tulane virus	TV	US/2004	EU391643	NC_043512	Complete genome	ssRNA(+)	vertebrates	512169.0	Tulane virus	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Recovirus; Recovirus A	NC_043512				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	18385231	Literature		
10358	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Cardiovirus		Cardiovirus A	E	cardiovirus A1; encephalomyocarditis virus 1	EMCV-1	Ruckert	M81861	NC_001479	Complete genome	ssRNA(+)	vertebrates	12104.0	Encephalomyocarditis virus	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Caphthovirinae; Cardiovirus; Cardiovirus A	NC_001479				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	1310768, 14425363, 22722247	Literature, UniProt		
10370	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Cardiovirus		Cardiovirus D	E	cardiovirus D1; Saffold virus 1	SAFV-1	California/81	EF165067	NC_009448	Complete genome	ssRNA(+)	vertebrates	434309.0	Saffold virus	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Caphthovirinae; Cardiovirus; Cardiovirus B; Theilovirus	NC_009448				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	17460053	Literature, UniProt		
10371	2	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Cardiovirus		Cardiovirus D	A	Saffold virus 2	SAFV-2	UC1	EU376394	NC_010810	Complete genome	ssRNA(+)	vertebrates	1425211.0	Saffold virus 2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Caphthovirinae; Cardiovirus; Cardiovirus D	NC_010810				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	18768820	Literature		
10383	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Cosavirus		Cosavirus A	E	cosavirus A1	CoSV-A1	553	FJ438902	NC_012800	Complete genome	ssRNA(+)	vertebrates	1330491.0	Cosavirus A	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Caphthovirinae; Cosavirus	NC_012800				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq, UniProt		
10407	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Cosavirus		Cosavirus B	E	cosavirus B1	CoSV-B	2663	FJ438907	NC_012801	Complete genome	ssRNA(+)	vertebrates	586420.0	Human cosavirus B	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Caphthovirinae; Cosavirus; Cosavirus B	NC_012801				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
10408	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Cosavirus		Cosavirus D	E	cosavirus D1	CoSV-D1	5004	FJ438908	NC_012802	Complete genome	ssRNA(+)	vertebrates	2003650.0	Cosavirus D	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Caphthovirinae; Cosavirus	NC_012802				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
10413	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Cosavirus		Cosavirus E	E	cosavirus E1	CoSV-E	Australia/81	FJ555055	NC_012798	Complete genome	ssRNA(+)	vertebrates	2003651.0	Cosavirus E	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Caphthovirinae; Cosavirus	NC_012798				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
10414	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Caphthovirinae	Cosavirus		Cosavirus F	E	cosavirus F1	CoSV-F	PK5006	JN867758	NC_034385	Complete genome	ssRNA(+)	vertebrates	2003652.0	Cosavirus F	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Caphthovirinae; Cosavirus	NC_034385				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	22615791	Literature, NCBI Virus, RefSeq		
10467	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Enterovirus A	E	coxsackievirus A2	CVA2	Fleetwood (Delaware/47)	AY421760	NC_038306	Complete genome	ssRNA(+)	vertebrates	33757.0	Coxsackievirus A2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus A	NC_038306				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	28030650	Literature		
10477	11	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Enterovirus A	A	coxsackievirus A16	CVA16	G-10 (South Africa/51)	U05876	NC_001612	Complete genome	ssRNA(+)	vertebrates	138948.0	Enterovirus A	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus	NC_001612	T40103	H00393	Enterovirus infection; Non-polio enterovirus infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
10484	18	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Enterovirus A	A	enterovirus A114	EV-A114	V13-0285/IND/2013	KU355876	NC_030454	Complete genome	ssRNA(+)	vertebrates	2760809.0	enterovirus A114	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus A	NC_030454				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	27902407	Literature, RefSeq		
10492	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Enterovirus B	E	coxsackievirus B3	CVB3	Nancy (Connecticut/US/49)	M88483	NC_038307	Complete genome	ssRNA(+)	vertebrates	12072.0	Coxsackievirus B3	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus B	NC_038307				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq		
10493	2	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Enterovirus B	A	coxsackievirus B1	CVB1	Japan	M16560	NC_001472	Complete genome	ssRNA(+)	vertebrates	138949.0	Enterovirus B	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus	NC_001472	T40104	H00393	Enterovirus infection; Non-polio enterovirus infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
10556	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Enterovirus C	E	poliovirus 1	PV1	Mahoney	V01149	NC_002058	Complete genome	ssRNA(+)	vertebrates	138950.0	Enterovirus C	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus	NC_002058	T40105	H00393	Enterovirus infection; Non-polio enterovirus infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
10583	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Enterovirus D	E	enterovirus D68	EV-D68	Fermon	AY426531	NC_038308	Complete genome	ssRNA(+)	vertebrates	42789.0	enterovirus D68	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus D	NC_038308				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	15302951	Literature		
10585	3	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Enterovirus D	A	enterovirus D70	EV-D70	J670/71 (Japan/71)	D00820	NC_001430	Complete genome	ssRNA(+)	vertebrates	138951.0	Enterovirus D	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus	NC_001430	T40106	H00393	Enterovirus infection; Non-polio enterovirus infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
10633	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Rhinovirus A	E	rhinovirus A1	RV-A1	VR-1559	FJ445111	NC_038311	Complete genome	ssRNA(+)	vertebrates	573824.0	rhinovirus A1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Rhinovirus A	NC_038311	T40366	H02442	Common cold	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	19213880	Literature		
10713	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Rhinovirus B	E	rhinovirus B3	RV-B3	FEB	DQ473485	NC_038312	Complete genome	ssRNA(+)	vertebrates	44130.0	rhinovirus B3	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Rhinovirus B	NC_038312	T40367	H02442	Common cold	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
10717	5	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Rhinovirus B	A	rhinovirus B14	RV-B14	1059 (South Carolina/59)	K02121	NC_001490	Complete genome	ssRNA(+)	vertebrates	12131.0	rhinovirus B14	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Rhinovirus B	NC_001490	T40367	H02442	Common cold	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
10743	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Rhinovirus C	E	rhinovirus C1	RV-C1	NAT001	EF077279	NC_038878	Complete genome	ssRNA(+)	vertebrates	992230.0	Human rhinovirus NAT001	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Rhinovirus C; rhinovirus C1	NC_038878				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo				
10746	4	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Enterovirus		Rhinovirus C	A	rhinovirus C4	RV-C4	O24	EF582385	NC_009996	Complete genome	ssRNA(+)	vertebrates	463676.0	Rhinovirus C	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus	NC_009996	T40368	H02442	Common cold	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	17804649	Literature		
10827	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Heptrevirinae	Hepatovirus		Hepatovirus A	E	hepatovirus A1; hepatitis A virus	HAV	HM-175	M14707	NC_001489	Complete genome	ssRNA(+)	vertebrates	12092.0	Hepatovirus A	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Heptrevirinae; Hepatovirus	NC_001489	T40068	H00411	Hepatitis A; Hepatitis A virus (HAV) infection	9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		UniProt		
10852	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Kodimesavirinae	Kobuvirus		Aichivirus A	E	aichivirus A1; Aichi virus 1	AiV-A1	A846/88	AB040749	NC_074775	Complete genome	ssRNA(+)	vertebrates	1313215.0	aichivirus A1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Kodimesavirinae; Kobuvirus; Kobuvirus aichi	NC_074775				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	9733894	Literature, RefSeq		
10862	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Kodimesavirinae	Kobuvirus		Aichivirus B	E	aichivirus B1; bovine kobuvirus	AiV-B1; BKV	U-1	AB084788	NC_004421	Complete genome	ssRNA(+)	vertebrates	194965.0	Kobuvirus bejaponia	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Kodimesavirinae; Kobuvirus	NC_004421				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo	14573811	Literature		
10899	2	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Kodimesavirinae	Rosavirus		Rosavirus A	A	rosavirus A2	RoV-A2	hu/GA7403/Gambia/2008	KJ158169	NC_024070	Complete genome	ssRNA(+)	vertebrates	1511807.0	rosavirus A2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Kodimesavirinae; Rosavirus; Rosavirus A	NC_024070				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq, UniProt		
10907	1	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Kodimesavirinae	Salivirus		Salivirus A	E	salivirus A1	SaV-A1	hu/NG-J1/Nigeria/2007	GQ179640	NC_012957	Complete genome	ssRNA(+)	vertebrates	651733.0	Salivirus NG-J1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Kodimesavirinae; Salivirus; Salivirus A	NC_012957				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		RefSeq, UniProt		
10908	2	Riboviria		Orthornavirae		Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Kodimesavirinae	Salivirus		Salivirus A	A	salivirus A2	SaV-A2	hu/FHB/China/2011	KM023140	NC_025114	Complete genome	ssRNA(+)	vertebrates	1547495.0	Salivirus FHB	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Kodimesavirinae; Salivirus; unclassified Salivirus	NC_025114				9606.0	Homo sapiens	Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Chordata; Craniata; Vertebrata; Gnathostomata; Teleostomi; Euteleostomi; Sarcopterygii; Dipnotetrapodomorpha; Tetrapoda; Amniota; Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Homo		NCBI Virus, RefSeq		
