Virus Name	Record ID	ESMFold pLDDT	ColabFold pLDDT	Chosen Method	structure_file	protlen	Genome_composition	Kingdom	Phylum	Class	Order	Family	Genus	Species	Virus_names
human_papillomavirus_1	AFV27111.1_4721	51.8	77.7	ColabFold	human_papillomavirus_1_CF-AFV27111.1_4721_relaxed.pdb	99	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 20	
human_papillomavirus_1	AEM24608.1_4713	59.7	80.5	ColabFold	human_papillomavirus_1_CF-AEM24608.1_4713_relaxed.pdb	99	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 16	
human_papillomavirus_1	AEM24657.1_4714	63.0	79.3	ColabFold	human_papillomavirus_1_CF-AEM24657.1_4714_relaxed.pdb	99	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 17	
human_papillomavirus_1	AEM24629.1_4694	54.8	77.8	ColabFold	human_papillomavirus_1_CF-AEM24629.1_4694_relaxed.pdb	99	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 11	
human_papillomavirus_1	ADQ85972.1_4689	57.7	82.4	ColabFold	human_papillomavirus_1_CF-ADQ85972.1_4689_relaxed.pdb	99	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	
human_papillomavirus_1	CAR82085.1_4735	59.7	81.1	ColabFold	human_papillomavirus_1_CF-CAR82085.1_4735_relaxed.pdb	99	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 6	
human_papillomavirus_1	AFV27097.1_4697	51.5	78.9	ColabFold	human_papillomavirus_1_CF-AFV27097.1_4697_relaxed.pdb	99	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 11	
human_papillomavirus_1	AAZ39485.1_4734	56.1	81.7	ColabFold	human_papillomavirus_1_CF-AAZ39485.1_4734_relaxed.pdb	100	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 6	
human_papillomavirus_1	BAL14428.1_4692	51.3	77.0	ColabFold	human_papillomavirus_1_CF-BAL14428.1_4692_relaxed.pdb	100	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 11	
human_papillomavirus_1	AFL02847.1_4696	53.5	76.8	ColabFold	human_papillomavirus_1_CF-AFL02847.1_4696_relaxed.pdb	100	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 11	
human_papillomavirus_1	CBK38947.1_4612	50.0	84.3	ColabFold	human_papillomavirus_1_CF-CBK38947.1_4612_relaxed.pdb	100	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 5	
human_papillomavirus_1	ACZ58404.1_4607	57.0	83.5	ColabFold	human_papillomavirus_1_CF-ACZ58404.1_4607_relaxed.pdb	100	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	
human_papillomavirus_1	CAW42236.1_4590	59.7	84.7	ColabFold	human_papillomavirus_1_CF-CAW42236.1_4590_relaxed.pdb	100	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	AFV27118.1_4718	54.2	77.0	ColabFold	human_papillomavirus_1_CF-AFV27118.1_4718_relaxed.pdb	101	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	
human_papillomavirus_1	AFV27091.1_4717	51.8	78.2	ColabFold	human_papillomavirus_1_CF-AFV27091.1_4717_relaxed.pdb	101	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	
human_papillomavirus_1	CAW42261.1_4570	42.4	80.3	ColabFold	human_papillomavirus_1_CF-CAW42261.1_4570_relaxed.pdb	101	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	
human_papillomavirus_1	CAA44648.1_4493	51.6	79.9	ColabFold	human_papillomavirus_1_CF-CAA44648.1_4493_relaxed.pdb	101	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 10	
human_papillomavirus_1	ABN79868.1_4587	58.5	81.6	ColabFold	human_papillomavirus_1_CF-ABN79868.1_4587_relaxed.pdb	102	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	CAA52519.1_4584	51.6	79.3	ColabFold	human_papillomavirus_1_CF-CAA52519.1_4584_relaxed.pdb	102	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	
human_papillomavirus_1	CAA52497.1_4582	50.4	79.7	ColabFold	human_papillomavirus_1_CF-CAA52497.1_4582_relaxed.pdb	103	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	
human_papillomavirus_1	AEM24650.1_4574	48.5	79.0	ColabFold	human_papillomavirus_1_CF-AEM24650.1_4574_relaxed.pdb	103	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	
human_papillomavirus_1	CAW42248.1_4591	53.9	82.0	ColabFold	human_papillomavirus_1_CF-CAW42248.1_4591_relaxed.pdb	104	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	CAA28665.1_4546	46.8	78.6	ColabFold	human_papillomavirus_1_CF-CAA28665.1_4546_relaxed.pdb	105	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 7	
human_papillomavirus_1	AAA46931.1_4491	44.4	63.0	ColabFold	human_papillomavirus_1_CF-AAA46931.1_4491_relaxed.pdb	108	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 10	
human_papillomavirus_1	ADD14049.1_4533	46.8	64.9	ColabFold	human_papillomavirus_1_CF-ADD14049.1_4533_relaxed.pdb	108	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 3	
human_papillomavirus_1	CAA44651.1_4493	42.0	64.4	ColabFold	human_papillomavirus_1_CF-CAA44651.1_4493_relaxed.pdb	118	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 10	
human_papillomavirus_1	BAM93535.1_4515	42.2	58.4	ColabFold	human_papillomavirus_1_CF-BAM93535.1_4515_relaxed.pdb	120	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 2	
human_papillomavirus_1	AAZ39488.1_4734	50.3	69.7	ColabFold	human_papillomavirus_1_CF-AAZ39488.1_4734_relaxed.pdb	120	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 6	
human_papillomavirus_1	AAZ39524.1_4532	43.7	65.3	ColabFold	human_papillomavirus_1_CF-AAZ39524.1_4532_relaxed.pdb	120	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 3	
human_papillomavirus_1	ADQ85963.1_4702	49.9	72.9	ColabFold	human_papillomavirus_1_CF-ADQ85963.1_4702_relaxed.pdb	121	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	ADO63736.1_4703	50.7	74.3	ColabFold	human_papillomavirus_1_CF-ADO63736.1_4703_relaxed.pdb	124	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	ACD67930.1_4744	51.5	71.1	ColabFold	human_papillomavirus_1_CF-ACD67930.1_4744_relaxed.pdb	124	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	
human_papillomavirus_1	AGC93439.1_4691	50.9	69.4	ColabFold	human_papillomavirus_1_CF-AGC93439.1_4691_relaxed.pdb	125	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	
human_papillomavirus_1	AEM24632.1_4694	48.4	67.4	ColabFold	human_papillomavirus_1_CF-AEM24632.1_4694_relaxed.pdb	125	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 11	
human_papillomavirus_1	ADH29809.1_4687	52.3	69.5	ColabFold	human_papillomavirus_1_CF-ADH29809.1_4687_relaxed.pdb	125	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	
human_papillomavirus_1	ADQ85970.1_4689	53.8	72.0	ColabFold	human_papillomavirus_1_CF-ADQ85970.1_4689_relaxed.pdb	127	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	
human_papillomavirus_1	ADE45486.1_4700	51.3	70.2	ColabFold	human_papillomavirus_1_CF-ADE45486.1_4700_relaxed.pdb	127	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	ACT76416.1_4749	50.3	73.6	ColabFold	human_papillomavirus_1_CF-ACT76416.1_4749_relaxed.pdb	128	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 9	
human_papillomavirus_1	ADH29823.1_4737	48.4	69.0	ColabFold	human_papillomavirus_1_CF-ADH29823.1_4737_relaxed.pdb	128	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	
human_papillomavirus_1	AEM24646.1_4690	51.6	69.5	ColabFold	human_papillomavirus_1_CF-AEM24646.1_4690_relaxed.pdb	129	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	
human_papillomavirus_1	ADQ85956.1_4709	46.8	67.8	ColabFold	human_papillomavirus_1_CF-ADQ85956.1_4709_relaxed.pdb	130	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 14	
human_papillomavirus_1	AAZ39517.1_4512	43.1	60.4	ColabFold	human_papillomavirus_1_CF-AAZ39517.1_4512_relaxed.pdb	131	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 14	
human_papillomavirus_1	AEM24611.1_4713	48.9	68.5	ColabFold	human_papillomavirus_1_CF-AEM24611.1_4713_relaxed.pdb	132	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 16	
human_papillomavirus_1	ADQ85949.1_4688	52.5	70.3	ColabFold	human_papillomavirus_1_CF-ADQ85949.1_4688_relaxed.pdb	133	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 10	
human_papillomavirus_1	ADH29795.1_4745	50.0	70.4	ColabFold	human_papillomavirus_1_CF-ADH29795.1_4745_relaxed.pdb	133	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	
human_papillomavirus_1	AEM24621.1_4741	79.3	94.0	ColabFold	human_papillomavirus_1_CF-AEM24621.1_4741_relaxed.pdb	136	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	
human_papillomavirus_1	ADQ85943.1_4738	84.8	95.4	ColabFold	human_papillomavirus_1_CF-ADQ85943.1_4738_relaxed.pdb	136	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	
human_papillomavirus_1	CBK38946.1_4612	86.3	96.8	ColabFold	human_papillomavirus_1_CF-CBK38946.1_4612_relaxed.pdb	136	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 5	
human_papillomavirus_1	AEA35073.1_4575	86.8	96.9	ColabFold	human_papillomavirus_1_CF-AEA35073.1_4575_relaxed.pdb	136	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	
human_papillomavirus_1	ACV30148.1_4571	86.4	96.7	ColabFold	human_papillomavirus_1_CF-ACV30148.1_4571_relaxed.pdb	136	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	
human_papillomavirus_1	ADH29826.1_4572	85.5	96.7	ColabFold	human_papillomavirus_1_CF-ADH29826.1_4572_relaxed.pdb	136	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	
human_papillomavirus_1	AEM24614.1_4740	81.9	94.3	ColabFold	human_papillomavirus_1_CF-AEM24614.1_4740_relaxed.pdb	137	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	
human_papillomavirus_1	ADQ85978.1_4739	84.8	95.0	ColabFold	human_papillomavirus_1_CF-ADQ85978.1_4739_relaxed.pdb	137	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	
human_papillomavirus_1	ADH29819.1_4737	85.4	94.3	ColabFold	human_papillomavirus_1_CF-ADH29819.1_4737_relaxed.pdb	137	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	
human_papillomavirus_1	CAW42247.1_4591	86.1	96.7	ColabFold	human_papillomavirus_1_CF-CAW42247.1_4591_relaxed.pdb	138	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	AHN16190.1_4725	85.3	95.9	ColabFold	human_papillomavirus_1_CF-AHN16190.1_4725_relaxed.pdb	138	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 24	
human_papillomavirus_1	AEM24593.1_4710	86.2	95.7	ColabFold	human_papillomavirus_1_CF-AEM24593.1_4710_relaxed.pdb	138	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	
human_papillomavirus_1	ACZ58403.1_4607	85.6	96.1	ColabFold	human_papillomavirus_1_CF-ACZ58403.1_4607_relaxed.pdb	138	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 3	
human_papillomavirus_1	CDG41968.1_4711	86.6	95.0	ColabFold	human_papillomavirus_1_CF-CDG41968.1_4711_relaxed.pdb	138	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	
human_papillomavirus_1	ADO63737.1_4703	84.8	93.8	ColabFold	human_papillomavirus_1_CF-ADO63737.1_4703_relaxed.pdb	138	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	AEM24618.1_4740	47.2	66.1	ColabFold	human_papillomavirus_1_CF-AEM24618.1_4740_relaxed.pdb	138	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	
human_papillomavirus_1	ANA05265.1_4701	86.2	96.6	ColabFold	human_papillomavirus_1_CF-ANA05265.1_4701_relaxed.pdb	138	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	AHA37348.1_4722	84.4	94.9	ColabFold	human_papillomavirus_1_CF-AHA37348.1_4722_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 21	
human_papillomavirus_1	AEM24625.1_4741	46.8	65.9	ColabFold	human_papillomavirus_1_CF-AEM24625.1_4741_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	
human_papillomavirus_1	AFV27090.1_4717	86.2	94.9	ColabFold	human_papillomavirus_1_CF-AFV27090.1_4717_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	
human_papillomavirus_1	AFV27117.1_4718	86.8	95.5	ColabFold	human_papillomavirus_1_CF-AFV27117.1_4718_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	
human_papillomavirus_1	AHA37341.1_4748	86.0	95.3	ColabFold	human_papillomavirus_1_CF-AHA37341.1_4748_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	
human_papillomavirus_1	ADQ85964.1_4702	85.9	94.6	ColabFold	human_papillomavirus_1_CF-ADQ85964.1_4702_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	AFV27103.1_4747	84.8	94.2	ColabFold	human_papillomavirus_1_CF-AFV27103.1_4747_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	
human_papillomavirus_1	ACD67926.1_4744	85.9	95.9	ColabFold	human_papillomavirus_1_CF-ACD67926.1_4744_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	
human_papillomavirus_1	AEM24677.1_4746	85.2	94.9	ColabFold	human_papillomavirus_1_CF-AEM24677.1_4746_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	
human_papillomavirus_1	ADH29791.1_4745	84.9	95.5	ColabFold	human_papillomavirus_1_CF-ADH29791.1_4745_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 8	
human_papillomavirus_1	AFV27134.1_4704	86.5	96.3	ColabFold	human_papillomavirus_1_CF-AFV27134.1_4704_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	AIL29222.1_4705	87.2	96.6	ColabFold	human_papillomavirus_1_CF-AIL29222.1_4705_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	ANG08957.1_4728	85.9	96.1	ColabFold	human_papillomavirus_1_CF-ANG08957.1_4728_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 26	
human_papillomavirus_1	AHC00348.1_4723	47.0	69.0	ColabFold	human_papillomavirus_1_CF-AHC00348.1_4723_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 22	
human_papillomavirus_1	ADE45482.1_4700	87.0	96.0	ColabFold	human_papillomavirus_1_CF-ADE45482.1_4700_relaxed.pdb	139	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	ACD67919.1_4736	85.4	93.9	ColabFold	human_papillomavirus_1_CF-ACD67919.1_4736_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 7	
human_papillomavirus_1	ANA05277.1_4706	85.0	94.9	ColabFold	human_papillomavirus_1_CF-ANA05277.1_4706_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	
human_papillomavirus_1	AFV67965.1_4715	86.2	94.4	ColabFold	human_papillomavirus_1_CF-AFV67965.1_4715_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 18	
human_papillomavirus_1	AFV27122.1_4716	85.7	94.6	ColabFold	human_papillomavirus_1_CF-AFV27122.1_4716_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	
human_papillomavirus_1	AHC00351.1_4684	86.0	95.0	ColabFold	human_papillomavirus_1_CF-AHC00351.1_4684_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 1	
human_papillomavirus_1	AEM24656.1_4714	85.2	94.2	ColabFold	human_papillomavirus_1_CF-AEM24656.1_4714_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 17	
human_papillomavirus_1	ABN79867.1_4587	85.6	95.2	ColabFold	human_papillomavirus_1_CF-ABN79867.1_4587_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	AEM24670.1_4712	85.4	94.5	ColabFold	human_papillomavirus_1_CF-AEM24670.1_4712_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 15	
human_papillomavirus_1	CAA24314.1_4767	85.4	95.0	ColabFold	human_papillomavirus_1_CF-CAA24314.1_4767_relaxed.pdb	140	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Mupapillomavirus	Mupapillomavirus 1	
human_papillomavirus_1	ADH29798.1_4594	84.9	96.0	ColabFold	human_papillomavirus_1_CF-ADH29798.1_4594_relaxed.pdb	141	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	ACC78263.1_4588	85.5	96.2	ColabFold	human_papillomavirus_1_CF-ACC78263.1_4588_relaxed.pdb	141	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	CCJ27715.1_4596	85.5	95.3	ColabFold	human_papillomavirus_1_CF-CCJ27715.1_4596_relaxed.pdb	141	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	ADH29812.1_4595	84.9	95.6	ColabFold	human_papillomavirus_1_CF-ADH29812.1_4595_relaxed.pdb	141	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	CAA52512.1_4604	84.9	96.0	ColabFold	human_papillomavirus_1_CF-CAA52512.1_4604_relaxed.pdb	141	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	ADQ85957.1_4709	85.0	93.9	ColabFold	human_papillomavirus_1_CF-ADQ85957.1_4709_relaxed.pdb	141	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 14	
human_papillomavirus_1	CCV02858.1_4597	85.0	96.0	ColabFold	human_papillomavirus_1_CF-CCV02858.1_4597_relaxed.pdb	141	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
human_papillomavirus_1	AEM24663.1_4598	84.0	95.6	ColabFold	human_papillomavirus_1_CF-AEM24663.1_4598_relaxed.pdb	141	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	
