RefSeq_ID	GenBank_ID	Match_Type
YP_010085570	AXN74907.1	GenBank Name Curated (Extracted Product)
NP_619909	AAM13567.1	GenBank Name Curated (Extracted Product)
YP_010377102	No Match Found	No Match
YP_009408493	No Match Found	No Match
YP_232995	AAO89392.1	GenBank Name Curated (Extracted Product)
YP_009137211	AEV91398.1	GenBank Name Curated (Extracted Product)
YP_009137211	AEV91337.1	GenBank Name Curated (Extracted Product)
YP_009137073	AEQ77090.1	GenBank Name Curated (Extracted Product)
YP_009137073	AEQ77029.1	GenBank Name Curated (Extracted Product)
YP_009137134	AEQ77090.1	GenBank Name Curated (Extracted Product)
YP_009137134	AEQ77029.1	GenBank Name Curated (Extracted Product)
YP_009137150	AEV91398.1	GenBank Name Curated (Extracted Product)
YP_009137150	AEV91337.1	GenBank Name Curated (Extracted Product)
NP_849176	No Match Found	No Match
YP_009825059	No Match Found	No Match
YP_010085575	No Match Found	No Match
NP_851588	AAP41059.1	GenBank Name Curated (Extracted Product)
YP_009508553	No Match Found	No Match
YP_009666129	No Match Found	No Match
YP_009508559	No Match Found	No Match
YP_009508549	No Match Found	No Match
NP_056805	No Match Found	No Match
YP_073787	No Match Found	No Match
NP_073413	CAC21266.1	GenBank Name Curated (Extracted Product)
YP_009137222	AEV91409.1	GenBank Name Curated (Extracted Product)
YP_009137145	AEQ77101.1	GenBank Name Curated (Extracted Product)
YP_443916	No Match Found	No Match
NP_851929	No Match Found	No Match
YP_002608247	No Match Found	No Match
YP_004936013	AEV80403.1	GenBank Name Curated (Extracted Product)
YP_081496	AAR31602.1	GenBank Name Curated (Extracted Product)
NP_694866	No Match Found	No Match
YP_004928147	AAQ91883.1	GenBank Name Curated (Extracted Product)
NP_828853	No Match Found	No Match
YP_009825053	No Match Found	No Match
YP_004935974	AEV80362.1	GenBank Name Curated (Extracted Product)
NP_957797	AAR98245.1	GenBank Name Curated (Extracted Product)
NP_073419	CAC21272.1	GenBank Name Curated (Extracted Product)
YP_009408439	No Match Found	No Match
YP_010085513	AXN74850.1	GenBank Name Curated (Extracted Product)
YP_232941	AAO89338.1	GenBank Name Curated (Extracted Product)
NP_938290	No Match Found	No Match
NP_042088	No Match Found	No Match
YP_010377048	No Match Found	No Match
NP_619856	AAM13514.1	GenBank Name Curated (Extracted Product)
YP_401670	No Match Found	No Match
NP_619936	AAM13594.1	GenBank Name Curated (Extracted Product)
AVT44120	No Match Found	No Match
NP_044047	No Match Found	No Match
NP_957881	AAR98329.1	GenBank Name Curated (Extracted Product)
NP_040306	No Match Found	No Match
YP_401694	No Match Found	No Match
YP_001129490	No Match Found	No Match
YP_009227297	No Match Found	No Match
YP_443901	No Match Found	No Match
NP_040128	No Match Found	No Match
NP_851914	No Match Found	No Match
YP_009137129	AEQ77085.1	GenBank Name Curated (Extracted Product)
YP_009137206	AEV91393.1	GenBank Name Curated (Extracted Product)
YP_005271185	ADD17105.1	GenBank Name Curated (Extracted Product)
YP_002213806	No Match Found	No Match
YP_002213773	No Match Found	No Match
NP_040520	No Match Found	No Match
YP_009246383	No Match Found	No Match
NP_040919	No Match Found	No Match
NP_040856	No Match Found	No Match
YP_009246422	No Match Found	No Match
YP_009246350	No Match Found	No Match
YP_001974449	No Match Found	No Match
YP_004935997	AEV80386.1	GenBank Name Curated (Extracted Product)
YP_081480	AAR31586.1	GenBank Name Curated (Extracted Product)
NP_783775	No Match Found	No Match
NP_044040	No Match Found	No Match
YP_010087239	No Match Found	No Match
YP_010085665	No Match Found	No Match
NP_042988	CAA58344.1	Product
YP_073826	No Match Found	No Match
YP_009508555	No Match Found	No Match
YP_009666125	No Match Found	No Match
YP_009508545	No Match Found	No Match
YP_009508550	No Match Found	No Match
NP_056802	No Match Found	No Match
YP_009173866	BAA00158.1	Product
YP_002608243	No Match Found	No Match
YP_081489	AAR31595.1	GenBank Name Curated (Extracted Product)
YP_081586	No Match Found	No Match
YP_004936142	AEV80530.1	GenBank Name Curated (Extracted Product)
NP_050190	No Match Found	No Match
YP_009227302	No Match Found	No Match
YP_009137147	AEQ77103.1	GenBank Name Curated (Extracted Product)
YP_009137224	AEV91411.1	GenBank Name Curated (Extracted Product)
YP_002213825	No Match Found	No Match
YP_001551771	No Match Found	No Match
YP_001974463	No Match Found	No Match
YP_002213793	No Match Found	No Match
NP_040872	No Match Found	No Match
NP_040931	No Match Found	No Match
YP_009408553	No Match Found	No Match
YP_009430299	No Match Found	No Match
NP_775515	No Match Found	No Match
NP_776001	No Match Found	No Match
NP_776013	No Match Found	No Match
NP_722459	No Match Found	No Match
NP_775665	No Match Found	No Match
YP_009329948	No Match Found	No Match
YP_009333106	No Match Found	No Match
YP_009227208	No Match Found	No Match
NP_775502	No Match Found	No Match
NP_722530	No Match Found	No Match
YP_004734464_membrane_glycoprotein_M	No Match Found	No Match
NP_740270	No Match Found	No Match
YP_009408449	No Match Found	No Match
YP_004617077	No Match Found	No Match
YP_073827	No Match Found	No Match
NP_050271	No Match Found	No Match
NP_042993	CAA58349.2	GenBank Name Curated (Extracted Product)
YP_009408531	No Match Found	No Match
YP_001129406	ABD28904.1	Product
YP_009408417	No Match Found	No Match
NP_044058	No Match Found	No Match
NP_694864	No Match Found	No Match
YP_004928145	AAQ91882.1	GenBank Name Curated (Extracted Product)
YP_002302229	ABG75829.1	GenBank Name Curated (Extracted Product)
YP_392512	CAA42504.1	GenBank Name Curated (Extracted Product)
NP_851903	No Match Found	No Match
YP_009137118	AEQ77074.1	GenBank Name Curated (Extracted Product)
YP_443890	No Match Found	No Match
YP_009137195	AEV91382.1	GenBank Name Curated (Extracted Product)
YP_004935980	AEV80369.1	GenBank Name Curated (Extracted Product)
YP_004935979	AEV80368.1	GenBank Name Curated (Extracted Product)
NP_851591	AAP41062.1	GenBank Name Curated (Extracted Product)
YP_002956126	No Match Found	No Match
YP_002956115	No Match Found	No Match
YP_002956084	No Match Found	No Match
YP_002956104	No Match Found	No Match
NP_073406	CAC21259.1	GenBank Name Curated (Extracted Product)
NP_938277	No Match Found	No Match
NP_694462	No Match Found	No Match
YP_009110690	No Match Found	No Match
YP_081465	AAR31571.1	GenBank Name Curated (Extracted Product)
YP_002608227	No Match Found	No Match
YP_401674	No Match Found	No Match
YP_001129468	No Match Found	No Match
NP_740553	No Match Found	No Match
YP_401632	No Match Found	No Match
YP_401631	No Match Found	No Match
YP_001129437	No Match Found	No Match
YP_001129436	No Match Found	No Match
YP_010377043	No Match Found	No Match
YP_232936	No Match Found	No Match
NP_073414	CAC21267.1	GenBank Name Curated (Extracted Product)
NP_043976	No Match Found	No Match
NP_042083	No Match Found	No Match
NP_619851	AAM13509.1	GenBank Name Curated (Extracted Product)
NP_938285	No Match Found	No Match
YP_010085508	No Match Found	No Match
YP_009408434	No Match Found	No Match
NP_050207	No Match Found	No Match
NP_042919	CAA58406.1	Product
YP_073766	No Match Found	No Match
YP_009508846	No Match Found	No Match
YP_009508842	No Match Found	No Match
YP_009116879	AJF23064.1	GenBank Name Curated (Extracted Product)
YP_009508865	AMR73071.1	GenBank Name Curated (Extracted Product)
YP_009508844	No Match Found	No Match
YP_009408603	AXQ03910.1	GenBank Name Curated (Extracted Product)
YP_081553	AAR31657.1	GenBank Name Curated (Extracted Product)
YP_002608294	No Match Found	No Match
YP_004936072	AEV80460.1	GenBank Name Curated (Extracted Product)
YP_002213812	No Match Found	No Match
YP_009246356	No Match Found	No Match
NP_040525	No Match Found	No Match
YP_005271191	ADD17111.1	GenBank Name Curated (Extracted Product)
YP_001974453	No Match Found	No Match
NP_040862	No Match Found	No Match
YP_002213779	No Match Found	No Match
NP_040924	No Match Found	No Match
YP_009246428	No Match Found	No Match
YP_009246389	No Match Found	No Match
NP_044022	No Match Found	No Match
YP_173243	AAT98586.1	GenBank Name Curated (Extracted Product)
NP_150084	No Match Found	No Match
YP_401676	No Match Found	No Match
YP_001129470	No Match Found	No Match
YP_002608302	No Match Found	No Match
NP_957868	AAR98316.1	GenBank Name Curated (Extracted Product)
YP_009408514	No Match Found	No Match
YP_233016	AAO89413.1	GenBank Name Curated (Extracted Product)
NP_044070	No Match Found	No Match
YP_010085592	AXN74929.1	GenBank Name Curated (Extracted Product)
NP_073491	CAC21344.1	GenBank Name Curated (Extracted Product)
YP_010377123	No Match Found	No Match
NP_938361	AAR07462.1	Product
NP_619930	AAM13588.1	GenBank Name Curated (Extracted Product)
YP_001129494	No Match Found	No Match
YP_401698	No Match Found	No Match
YP_001129377	ABD28875.1	Product
NP_057854	AAC82592.1	Product
NP_056857	No Match Found	No Match
YP_001129474	No Match Found	No Match
YP_401680	No Match Found	No Match
NP_056662	No Match Found	No Match
YP_001129425	ABD28923.1	Product
YP_003815426	No Match Found	No Match
YP_009055225	No Match Found	No Match
NP_066246	No Match Found	No Match
YP_001531156	No Match Found	No Match
YP_003815435	No Match Found	No Match
YP_138523	No Match Found	No Match
NP_054712	No Match Found	No Match
NP_817120	BAB15942.1	Product
NP_817121	BAB15943.1	Product
NP_938301	No Match Found	No Match
NP_619871	AAM13529.1	GenBank Name Curated (Extracted Product)
NP_043998	No Match Found	No Match
YP_010085529	AXN74866.1	GenBank Name Curated (Extracted Product)
YP_010377063	No Match Found	No Match
NP_073431	CAC21284.1	GenBank Name Curated (Extracted Product)
YP_009408454	No Match Found	No Match
NP_042103	No Match Found	No Match
YP_232956	AAO89353.1	GenBank Name Curated (Extracted Product)
NP_044107	No Match Found	No Match
NP_073403	CAC21256.1	GenBank Name Curated (Extracted Product)
YP_001129491	No Match Found	No Match
YP_401695	No Match Found	No Match
YP_138543	AAA46824.1	GenBank Name Curated (Extracted Product)
NP_694851	No Match Found	No Match
NP_899212	No Match Found	No Match
NP_851586	AAP41057.1	GenBank Name Curated (Extracted Product)
YP_010085561	No Match Found	No Match
NP_050243	No Match Found	No Match
YP_004936058	AEV80446.1	GenBank Name Curated (Extracted Product)
YP_081539	AAR31643.1	GenBank Name Curated (Extracted Product)
YP_401693	No Match Found	No Match
NP_042956	CAA58355.1	Product
YP_073804	No Match Found	No Match
YP_001129384	ABD28881.1	Product
YP_001129488	No Match Found	No Match
YP_002608283	No Match Found	No Match
YP_009268638	No Match Found	No Match
NP_957895	AAR98343.1	GenBank Name Curated (Extracted Product)
YP_009227299	No Match Found	No Match
NP_042224	No Match Found	No Match
NP_042176	No Match Found	No Match
YP_233030	AAO89427.1	GenBank Name Curated (Extracted Product)
YP_233045	AAO89442.1	GenBank Name Curated (Extracted Product)
YP_004935986	AEV80375.1	GenBank Name Curated (Extracted Product)
NP_056666	No Match Found	No Match
NP_042189	No Match Found	No Match
YP_008126848	No Match Found	No Match
YP_233029	AAO89426.1	GenBank Name Curated (Extracted Product)
NP_042175	No Match Found	No Match
NP_740554	No Match Found	No Match
NP_050187	No Match Found	No Match
NP_042898	CAA58434.2	Product
YP_073749	No Match Found	No Match
NP_056861	No Match Found	No Match
NP_851579	AAP41064.1	GenBank Name Curated (Extracted Product)
YP_009259557	No Match Found	No Match
YP_004935995	AEV80384.1	GenBank Name Curated (Extracted Product)
YP_081478	AAR31584.1	GenBank Name Curated (Extracted Product)
YP_002608237	No Match Found	No Match
YP_002302219	ABG75773.1	GenBank Name Curated (Extracted Product)
NP_042190	No Match Found	No Match
YP_010415322	No Match Found	No Match
YP_233043	No Match Found	No Match
NP_619957	AAM13615.1	GenBank Name Curated (Extracted Product)
YP_010085618	No Match Found	No Match
NP_042136	No Match Found	No Match
YP_232989	AAO89386.1	GenBank Name Curated (Extracted Product)
NP_044042	No Match Found	No Match
NP_938335	No Match Found	No Match
NP_957842	AAR98290.1	GenBank Name Curated (Extracted Product)
YP_009408487	No Match Found	No Match
YP_010377096	No Match Found	No Match
YP_010085564	AXN74901.1	GenBank Name Curated (Extracted Product)
NP_619903	AAM13561.1	GenBank Name Curated (Extracted Product)
NP_073465	CAC21318.1	GenBank Name Curated (Extracted Product)
YP_001936178	No Match Found	No Match
YP_009094366	AHY85661.1	Product
NP_050178	No Match Found	No Match
NP_050275	No Match Found	No Match
NP_851886	No Match Found	No Match
YP_443873	No Match Found	No Match
YP_009137178	AEV91365.1	GenBank Name Curated (Extracted Product)
YP_009137101	AEQ77057.1	GenBank Name Curated (Extracted Product)
YP_002302329	No Match Found	No Match
YP_009551699	ATV90889.1	GenBank Name Curated (Extracted Product)
YP_001129380	ABD28878.1	Product
YP_009505516	AJN08922.1	GenBank Name Curated (Extracted Product)
NP_056858	No Match Found	No Match
YP_009507727	AFX73396.1	Product
NP_938347	No Match Found	No Match
YP_010377109	No Match Found	No Match
YP_233002	AAO89399.1	GenBank Name Curated (Extracted Product)
YP_009408500	No Match Found	No Match
NP_619916	AAM13574.1	GenBank Name Curated (Extracted Product)
NP_073477	CAC21330.1	GenBank Name Curated (Extracted Product)
NP_957854	AAR98302.1	GenBank Name Curated (Extracted Product)
NP_042149	No Match Found	No Match
YP_010085578	AXN74915.1	GenBank Name Curated (Extracted Product)
NP_044055	No Match Found	No Match
NP_040179	No Match Found	No Match
NP_042214	No Match Found	No Match
NP_957898	AAR98346.1	GenBank Name Curated (Extracted Product)
NP_044092	No Match Found	No Match
YP_401725	No Match Found	No Match
YP_001129489	No Match Found	No Match
YP_001129383	ABD28882.1	Product
YP_081463	AAR31569.1	GenBank Name Curated (Extracted Product)
YP_002608225	No Match Found	No Match
YP_009022030	No Match Found	No Match
YP_001129370	ABD28868.1	Product
YP_001129502	No Match Found	No Match
YP_401705	No Match Found	No Match
NP_043969	No Match Found	No Match
NP_783776	No Match Found	No Match
YP_081481	AAR31587.1	GenBank Name Curated (Extracted Product)
NP_043966	No Match Found	No Match
NP_955620	No Match Found	No Match
YP_002455789	No Match Found	No Match
NP_040987	No Match Found	No Match
YP_308855	No Match Found	No Match
YP_089652	No Match Found	No Match
YP_308849	No Match Found	No Match
NP_056658	No Match Found	No Match
NP_859039	No Match Found	No Match
YP_009118631	No Match Found	No Match
YP_009118470	No Match Found	No Match
YP_308664	No Match Found	No Match
NP_043955	No Match Found	No Match
NP_579894	No Match Found	No Match
YP_401720	No Match Found	No Match
YP_001129513	No Match Found	No Match
YP_232945	AAO89342.1	GenBank Name Curated (Extracted Product)
YP_010377052	No Match Found	No Match
NP_619860	AAM13518.1	GenBank Name Curated (Extracted Product)
YP_010085517	No Match Found	No Match
YP_401640	No Match Found	No Match
YP_401635	No Match Found	No Match
YP_401639	No Match Found	No Match
YP_401638	No Match Found	No Match
YP_401637	No Match Found	No Match
YP_401642	No Match Found	No Match
YP_401643	No Match Found	No Match
YP_401641	No Match Found	No Match
NP_050181	No Match Found	No Match
NP_050278	No Match Found	No Match
YP_009022028	No Match Found	No Match
YP_009051963	No Match Found	No Match
YP_010377010	No Match Found	No Match
YP_232900	No Match Found	No Match
YP_010085470	No Match Found	No Match
NP_619815	AAM13473.1	GenBank Name Curated (Extracted Product)
YP_009246358	No Match Found	No Match
YP_001974427	No Match Found	No Match
YP_009246391	No Match Found	No Match
YP_009246430	No Match Found	No Match
YP_005271193	ADD17113.1	GenBank Name Curated (Extracted Product)
NP_040864	No Match Found	No Match
YP_002213833	No Match Found	No Match
NP_040926	No Match Found	No Match
YP_002213852	No Match Found	No Match
NP_040527	No Match Found	No Match
NP_619791	AAM13451.1	GenBank Name Curated (Extracted Product)
NP_620008	AAM13665.1	GenBank Name Curated (Extracted Product)
NP_957810	AAR98258.1	GenBank Name Curated (Extracted Product)
NP_056803	No Match Found	No Match
YP_002455786	No Match Found	No Match
NP_955619	No Match Found	No Match
YP_009508551	No Match Found	No Match
NP_789740	No Match Found	No Match
YP_009508546	No Match Found	No Match
NP_050257	No Match Found	No Match
YP_081580	AAR31684.1	GenBank Name Curated (Extracted Product)
YP_004935993	AEV80382.1	GenBank Name Curated (Extracted Product)
YP_233006	AAO89403.1	GenBank Name Curated (Extracted Product)
YP_010085582	AXN74919.1	GenBank Name Curated (Extracted Product)
NP_044059	No Match Found	No Match
YP_010377113	No Match Found	No Match
NP_957858	AAR98306.1	GenBank Name Curated (Extracted Product)
NP_042153	No Match Found	No Match
NP_619920	AAM13578.1	GenBank Name Curated (Extracted Product)
NP_073481	CAC21334.1	GenBank Name Curated (Extracted Product)
YP_009408504	No Match Found	No Match
NP_938351	AAR07452.1	Product
YP_073756	No Match Found	No Match
NP_042907	CAA58394.2	Product
NP_050196	No Match Found	No Match
YP_004935989	AEV80378.1	GenBank Name Curated (Extracted Product)
NP_957801	AAR98249.1	GenBank Name Curated (Extracted Product)
YP_009361869	AJR28455.1	Product
NP_042051	No Match Found	No Match
NP_073408	CAC21261.1	GenBank Name Curated (Extracted Product)
NP_056862	No Match Found	No Match
YP_004936112	AEV80500.1	GenBank Name Curated (Extracted Product)
YP_002302230	ABH10616.1	GenBank Name Curated (Extracted Product)
NP_043961	No Match Found	No Match
YP_401636	No Match Found	No Match
YP_001129440	No Match Found	No Match
YP_009237904	No Match Found	No Match
YP_009700097	No Match Found	No Match
YP_009518842	No Match Found	No Match
AAA92984	No Match Found	No Match
NP_056821	No Match Found	No Match
YP_009700103	No Match Found	No Match
YP_009555233	No Match Found	No Match
YP_009518836	No Match Found	No Match
YP_009538341	No Match Found	No Match
YP_009679038	No Match Found	No Match
YP_009701446	No Match Found	No Match
YP_009725316	No Match Found	No Match
YP_009700100	No Match Found	No Match
YP_009679035	No Match Found	No Match
YP_009700094	No Match Found	No Match
YP_009047230	No Match Found	No Match
YP_009944282	No Match Found	No Match
YP_009944367	No Match Found	No Match
YP_009944293	No Match Found	No Match
YP_009725298	No Match Found	No Match
YP_009742609	No Match Found	No Match
NP_828861	No Match Found	No Match
YP_009047214	No Match Found	No Match
NP_042174	No Match Found	No Match
NP_044105	No Match Found	No Match
YP_004936100	AEV80488.1	GenBank Name Curated (Extracted Product)
YP_001551769	No Match Found	No Match
NP_056841	No Match Found	No Match
NP_056840	No Match Found	No Match
NP_057852	AAC82595.1	Product
YP_004936045	AEV80433.1	GenBank Name Curated (Extracted Product)
YP_401726	No Match Found	No Match
YP_081527	AAR31631.1	GenBank Name Curated (Extracted Product)
YP_001129371	ABD28869.1	Product
NP_050233	No Match Found	No Match
YP_002608271	No Match Found	No Match
NP_042945	CAA58386.1	Product
YP_073792	No Match Found	No Match
YP_001129500	No Match Found	No Match
NP_073498	CAC21351.1	GenBank Name Curated (Extracted Product)
NP_938368	AAR07469.1	Product
YP_010085600	AXN74937.1	GenBank Name Curated (Extracted Product)
NP_619938	AAM13596.1	GenBank Name Curated (Extracted Product)
NP_957875	AAR98323.1	GenBank Name Curated (Extracted Product)
NP_044077	No Match Found	No Match
YP_233023	AAO89420.1	GenBank Name Curated (Extracted Product)
NP_042169	No Match Found	No Match
YP_010377130	No Match Found	No Match
YP_009408521	No Match Found	No Match
YP_392487	CAB52752.1	GenBank Name Curated (Extracted Product)
NP_851582	AAP41053.1	GenBank Name Curated (Extracted Product)
YP_010085502	No Match Found	No Match
NP_740441	No Match Found	No Match
NP_859025	No Match Found	No Match
NP_597784	No Match Found	No Match
YP_001551772	No Match Found	No Match
NP_040877	No Match Found	No Match
YP_009246440	No Match Found	No Match
YP_001974469	No Match Found	No Match
YP_009246401	No Match Found	No Match
YP_002213835	No Match Found	No Match
YP_009246368	No Match Found	No Match
YP_002213846	No Match Found	No Match
YP_010085623	AXN74960.1	GenBank Name Curated (Extracted Product)
NP_042197	No Match Found	No Match
YP_233049	AAO89446.1	GenBank Name Curated (Extracted Product)
YP_010377149	No Match Found	No Match
NP_619961	AAM13619.1	GenBank Name Curated (Extracted Product)
YP_009408540	No Match Found	No Match
YP_002956102	No Match Found	No Match
YP_002956082	No Match Found	No Match
YP_002956113	No Match Found	No Match
YP_002956124	No Match Found	No Match
YP_001129350	ABD28852.1	Product
NP_775506	No Match Found	No Match
NP_740725	No Match Found	No Match
NP_775519	No Match Found	No Match
NP_740298	No Match Found	No Match
YP_009118477	No Match Found	No Match
YP_308853	No Match Found	No Match
YP_308840	No Match Found	No Match
NP_040979	No Match Found	No Match
YP_009118622	No Match Found	No Match
YP_308670	No Match Found	No Match
NP_859035	No Match Found	No Match
YP_002608230	No Match Found	No Match
YP_004935999	AEV80388.1	GenBank Name Curated (Extracted Product)
NP_043974	No Match Found	No Match
NP_851592	AAP41065.1	GenBank Name Curated (Extracted Product)
YP_009268708	No Match Found	No Match
YP_001129435	AAD46505.1	Product
YP_003038641	No Match Found	No Match
YP_009505742	ABU55897.1	Product
YP_009109711	No Match Found	No Match
YP_007518451	AGG91483.1	GenBank Name Curated (Extracted Product)
YP_007518451	APA31994.1	GenBank Name Curated (Extracted Product)
YP_009505735	ABU55890.1	Product
YP_003587917	No Match Found	No Match
YP_003587912	No Match Found	No Match
YP_003587894	No Match Found	No Match
NP_044112	No Match Found	No Match
YP_004936083	AEV80473.1	GenBank Name Curated (Extracted Product)
YP_009430296	No Match Found	No Match
NP_775662	No Match Found	No Match
YP_009329945	No Match Found	No Match
YP_004734464_anchored_capsid_protein_anchC	No Match Found	No Match
NP_722514	No Match Found	No Match
YP_009227196	No Match Found	No Match
NP_775663	No Match Found	No Match
YP_004734464_core_protein_C	No Match Found	No Match
YP_009430295	No Match Found	No Match
NP_722515	No Match Found	No Match
YP_009227206	No Match Found	No Match
NP_722466	No Match Found	No Match
NP_776011	No Match Found	No Match
YP_009333103	No Match Found	No Match
YP_009333102	No Match Found	No Match
NP_722457	No Match Found	No Match
YP_009329944	No Match Found	No Match
NP_776010	No Match Found	No Match
YP_010085499	No Match Found	No Match
NP_042076	No Match Found	No Match
NP_619843	AAM13501.1	GenBank Name Curated (Extracted Product)
YP_010377035	No Match Found	No Match
YP_232929	AAO89326.1	GenBank Name Curated (Extracted Product)
YP_004940329	AEJ33666.1	GenBank Name Curated (Extracted Product)
YP_010377028	No Match Found	No Match
YP_010085492	AXN74829.1	GenBank Name Curated (Extracted Product)
YP_232922	No Match Found	No Match
NP_042069	No Match Found	No Match
NP_619836	AAM13494.1	Product
NP_957835	AAR98283.1	GenBank Name Curated (Extracted Product)
NP_740732	No Match Found	No Match
YP_009408426	No Match Found	No Match
YP_010085547	AXN74884.1	GenBank Name Curated (Extracted Product)
YP_232973	AAO89370.1	GenBank Name Curated (Extracted Product)
NP_938318	No Match Found	No Match
YP_010377080	No Match Found	No Match
NP_042120	No Match Found	No Match
NP_619887	AAM13545.1	GenBank Name Curated (Extracted Product)
NP_044024	No Match Found	No Match
NP_073448	CAC21301.1	GenBank Name Curated (Extracted Product)
YP_009408471	No Match Found	No Match
NP_957827	AAR98275.1	GenBank Name Curated (Extracted Product)
YP_010085643	No Match Found	No Match
NP_619981	AAM13639.1	GenBank Name Curated (Extracted Product)
YP_009408562	No Match Found	No Match
YP_233070	AAO89467.1	GenBank Name Curated (Extracted Product)
YP_010377163	No Match Found	No Match
YP_009137095	AEQ77051.1	GenBank Name Curated (Extracted Product)
YP_443867	No Match Found	No Match
NP_851880	No Match Found	No Match
NP_040161	No Match Found	No Match
YP_009137172	AEV91359.1	GenBank Name Curated (Extracted Product)
YP_008603282	No Match Found	No Match
NP_619967	AAM13625.1	GenBank Name Curated (Extracted Product)
YP_010085629	No Match Found	No Match
YP_233055	No Match Found	No Match
NP_042203	No Match Found	No Match
YP_009137125	AEQ77081.1	GenBank Name Curated (Extracted Product)
YP_009137202	AEV91389.1	GenBank Name Curated (Extracted Product)
NP_042162	No Match Found	No Match
YP_010377122	No Match Found	No Match
NP_044069	No Match Found	No Match
YP_010085591	AXN74928.1	GenBank Name Curated (Extracted Product)
YP_233015	AAO89412.1	GenBank Name Curated (Extracted Product)
NP_619929	AAM13587.1	GenBank Name Curated (Extracted Product)
NP_938360	No Match Found	No Match
NP_957867	AAR98315.1	GenBank Name Curated (Extracted Product)
YP_009408513	No Match Found	No Match
NP_073490	CAC21343.1	GenBank Name Curated (Extracted Product)
YP_081561	AAR31665.1	GenBank Name Curated (Extracted Product)
YP_004936080	AEV80468.1	GenBank Name Curated (Extracted Product)
NP_783796	No Match Found	No Match
YP_002608279	No Match Found	No Match
YP_073800	No Match Found	No Match
NP_042951	CAA58350.2	Product
YP_081535	AAR31639.1	GenBank Name Curated (Extracted Product)
YP_004936054	AEV80442.1	GenBank Name Curated (Extracted Product)
NP_050239	No Match Found	No Match
NP_579882	No Match Found	No Match
AVT44115	No Match Found	No Match
NP_803206	No Match Found	No Match
NP_044108	No Match Found	No Match
YP_009505518	AJN08924.1	GenBank Name Curated (Extracted Product)
YP_009408576	No Match Found	No Match
YP_010085459	No Match Found	No Match
NP_619804	AAM13462.1	Product
YP_001129471	No Match Found	No Match
YP_401677	No Match Found	No Match
YP_009666127	No Match Found	No Match
YP_009508552	No Match Found	No Match
YP_009508557	No Match Found	No Match
YP_009508547	No Match Found	No Match
NP_056804	No Match Found	No Match
NP_751902	No Match Found	No Match
YP_004936040	AEV80428.1	GenBank Name Curated (Extracted Product)
NP_828871	No Match Found	No Match
YP_009944304	No Match Found	No Match
YP_009047225	No Match Found	No Match
NP_742140	No Match Found	No Match
NP_835354	No Match Found	No Match
YP_460021	No Match Found	No Match
YP_009555255	No Match Found	No Match
NP_828871	No Match Found	No Match
YP_009725309	No Match Found	No Match
YP_009118624	No Match Found	No Match
YP_308869	No Match Found	No Match
YP_308844	No Match Found	No Match
YP_581750	No Match Found	No Match
YP_009118479	No Match Found	No Match
NP_040983	No Match Found	No Match
YP_308672	No Match Found	No Match
NP_044099	No Match Found	No Match
YP_002213815	No Match Found	No Match
NP_040528	No Match Found	No Match
YP_001974431	No Match Found	No Match
NP_040865	No Match Found	No Match
NP_040927	No Match Found	No Match
YP_002213782	No Match Found	No Match
YP_009246392	No Match Found	No Match
YP_005271194	ADD17114.2	GenBank Name Curated (Extracted Product)
YP_009246359	No Match Found	No Match
YP_009246431	No Match Found	No Match
YP_009246420	No Match Found	No Match
YP_001974468	No Match Found	No Match
YP_002213832	No Match Found	No Match
NP_040917	No Match Found	No Match
YP_009246348	No Match Found	No Match
YP_009246381	No Match Found	No Match
YP_005271183	ADD17103.1	GenBank Name Curated (Extracted Product)
NP_040854	No Match Found	No Match
YP_002213843	No Match Found	No Match
NP_040518	No Match Found	No Match
YP_002608223	No Match Found	No Match
YP_002608304	No Match Found	No Match
YP_081458	AAR31564.1	GenBank Name Curated (Extracted Product)
YP_009305096	No Match Found	No Match
YP_009272634	No Match Found	No Match
NP_803170	No Match Found	No Match
YP_009272646	No Match Found	No Match
YP_009272631	No Match Found	No Match
YP_073794	No Match Found	No Match
YP_002608273	No Match Found	No Match
YP_004936047	AEV80435.1	GenBank Name Curated (Extracted Product)
YP_009458639	SPC53499.1	GenBank Name Curated (Extracted Product)
YP_081529	AAR31633.1	GenBank Name Curated (Extracted Product)
NP_043970	No Match Found	No Match
YP_009408430	No Match Found	No Match
NP_619847	AAM13505.1	GenBank Name Curated (Extracted Product)
NP_938282	No Match Found	No Match
NP_957787	AAR98235.1	GenBank Name Curated (Extracted Product)
NP_073411	CAC21264.1	GenBank Name Curated (Extracted Product)
YP_010085504	AXN74841.1	GenBank Name Curated (Extracted Product)
YP_232933	AAO89330.1	GenBank Name Curated (Extracted Product)
NP_042080	No Match Found	No Match
YP_010377039	No Match Found	No Match
NP_050189	No Match Found	No Match
YP_081460	AAR31566.1	GenBank Name Curated (Extracted Product)
NP_783770	No Match Found	No Match
NP_783799	No Match Found	No Match
YP_233099	AAO89281.1	GenBank Name Curated (Extracted Product)
YP_233099	AAO89496.1	GenBank Name Curated (Extracted Product)
YP_232884	AAO89281.1	GenBank Name Curated (Extracted Product)
YP_232884	AAO89496.1	GenBank Name Curated (Extracted Product)
YP_001129391	ABD28889.1	Product
YP_002213791	No Match Found	No Match
NP_783768	No Match Found	No Match
YP_081457	AAR31563.1	GenBank Name Curated (Extracted Product)
